amount_tsh,funder,gps_height,installer,longitude,latitude,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,scheme_management,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group
0,835,265,908,38.57823889,-10.08964209,8,6292,8,8,3,86,1484,90,2,7,1,2009,10,7,4,8,5,1,3,7,3,3,3,6,4,2,7,6
5,94,1331,248,37.25959926,-3.2314681,6,5176,7,3,4,74,583,1,1,9,2,2007,4,2,1,10,5,5,6,7,3,2,2,7,5,2,2,2
0,251,387,306,37.94367547,-9.67201725,8,3855,8,80,43,50,1069,250,1,7,2,2002,9,6,2,8,5,7,7,7,3,1,1,8,6,1,5,4
30,647,13,248,39.05524467,-5.05377787,6,5419,21,4,4,118,1420,250,2,7,2,2006,4,2,1,8,5,5,6,7,3,2,2,7,5,2,3,2
500,835,669,144,36.16646014,-11.32954862,8,3501,17,10,5,87,871,250,2,11,1,2006,15,12,2,12,5,4,2,7,3,3,3,8,6,1,5,4
0,251,1357,248,38.29305313,-4.8192555,6,3311,21,4,1,53,1859,1,2,7,2,1981,4,2,1,8,5,1,3,7,3,2,2,9,7,1,2,2
0,251,1094,248,29.99612558,-4.99054091,4,3380,6,16,3,32,493,450,1,7,2,2009,4,2,1,8,5,7,7,7,3,2,2,7,5,2,3,2
100,950,1522,839,34.71379603,-4.19182595,1,1608,19,13,1,24,1490,348,2,11,2,2008,1,1,2,12,5,4,2,7,3,2,2,4,1,1,5,4
0,509,1178,248,35.8711589,-4.13926125,1,7614,9,21,1,3,978,48,2,7,2,1998,4,2,1,8,5,1,3,7,3,2,2,9,7,1,2,2
300,307,265,366,36.96139722,-7.691492599999999,7,7008,12,5,3,36,590,165,2,1,2,2005,4,2,1,8,5,4,2,7,3,2,2,7,5,2,2,2
0,106,1491,748,35.01183254,-8.24889382,7,1093,4,11,2,80,1727,0,2,7,2,2000,4,2,1,8,5,1,3,7,3,1,1,7,5,2,2,2
0,964,418,831,37.92166987,-9.71862285,8,6204,8,80,43,50,1069,350,2,7,2,2011,10,7,4,8,5,1,3,5,5,2,2,4,1,1,7,6
0,446,2336,157,34.1038354,-9.22204392,2,3821,4,11,3,56,420,0,2,7,1,1978,4,2,1,8,5,1,3,7,3,2,2,9,7,1,2,2
0,356,1580,248,36.71325962,-3.33841705,6,7198,1,2,2,1,1654,150,2,3,2,1998,4,2,1,5,1,7,7,7,3,2,2,9,7,1,2,2
500,964,334,315,37.54562612,-6.24870475,9,4432,12,5,6,84,259,60,2,7,2,2006,4,2,1,8,5,4,2,7,3,2,2,7,5,2,2,2
500,506,1383,248,34.68337737,-10.12029853,2,5026,4,11,5,52,835,90,2,7,1,2005,4,2,1,8,5,4,2,7,3,1,1,7,5,2,2,2
10,216,264,266,38.19913996,-11.18307354,8,202,13,90,63,88,1472,44,2,7,2,2001,5,3,2,8,5,5,6,5,5,1,1,4,1,1,7,6
0,387,1526,448,36.07088617,-7.89855857,7,6027,4,11,7,35,1879,100,2,7,2,2006,5,3,2,8,5,1,3,7,3,2,2,4,1,1,5,4
6000,146,1494,203,35.58771628,-7.85756824,7,3784,4,11,1,25,479,1,2,7,2,1985,4,2,1,8,5,3,1,7,3,2,2,9,7,1,2,2
0,146,1401,203,36.05090966,-7.59894652,7,6461,4,11,7,35,1871,60,2,7,2,1996,10,7,4,8,5,1,3,7,3,2,2,8,6,1,7,6
300,245,1606,119,37.1909055,-3.19488531,6,6502,7,3,5,17,1016,60,2,9,2,1995,4,2,1,10,5,2,5,7,3,2,2,9,7,1,2,2
0,12,775,248,29.83928122,-5.198781200000001,4,3592,6,16,3,32,339,2000,1,7,2,2008,10,7,4,8,5,7,7,7,3,1,1,8,6,1,7,6
6000,874,1899,952,34.70653178,-9.65356046,2,5404,4,11,4,92,1045,20,2,7,2,2007,4,2,1,8,5,3,1,7,3,2,2,9,7,1,2,2
25,591,1525,248,31.04439173,-7.51159398,4,3855,16,15,3,93,1439,1,2,7,1,1986,5,3,2,8,5,5,6,5,5,2,2,4,1,1,5,4
0,251,-7,248,39.25463933,-8.50798126,8,7970,8,80,13,38,1842,374,2,7,2,1980,14,11,6,8,5,1,3,7,3,1,1,4,1,1,3,2
0,580,551,806,37.53758109,-6.95971938,9,3989,12,5,6,84,1200,1,2,7,2,1980,10,7,4,8,5,1,3,5,5,2,2,8,6,1,7,6
0,827,518,806,37.67695705,-6.82456838,9,3832,12,5,5,73,32,130,2,7,2,1986,4,2,1,8,5,1,3,7,3,3,3,1,2,2,2,2
0,844,1154,917,30.32320891,-5.60317631,4,94,16,15,1,76,1157,1,2,8,2,1983,10,7,4,9,1,1,3,7,3,2,2,4,1,1,5,4
10,246,800,433,37.48905507,-3.39570459,6,2123,7,3,4,74,689,25,2,10,2,2001,4,2,1,11,5,5,6,7,3,2,2,9,7,1,2,2
10,243,1503,232,35.79495683,-3.29273147,1,7927,1,24,30,28,1086,350,2,7,2,2009,4,2,1,8,5,5,6,7,3,4,4,7,5,2,2,2
0,187,2216,248,31.85521405,-8.11014767,3,5383,16,15,2,114,1739,250,2,7,2,1980,4,2,1,8,5,1,3,7,3,2,2,7,5,2,7,6
0,48,1202,248,35.90080436,-4.15379076,1,6156,9,21,1,3,978,120,2,7,2,2011,4,2,1,8,5,1,3,7,3,2,2,9,7,1,2,2
250,593,1277,679,30.06097888,-4.66492346,4,6808,6,16,2,29,1346,210,2,8,2,1984,4,2,1,10,5,4,2,7,3,2,2,7,5,2,2,2
8000,513,1462,597,35.29642899,-9.75942304,2,916,17,10,2,112,1945,0,2,7,2,1997,14,11,6,8,5,3,1,7,3,2,2,7,5,2,2,2
0,966,867,1071,37.04712206,-3.50372026,6,6224,9,21,4,109,1109,400,2,7,2,2004,14,11,6,8,5,7,7,7,3,2,2,4,1,1,3,2
20,874,0,952,38.420015899999996,-5.17051153,6,6537,21,4,2,45,1519,50,2,7,2,2008,1,1,2,8,5,5,6,5,5,4,4,8,6,1,5,4
6000,146,1433,203,35.60317906,-7.79799347,7,4090,4,11,1,25,479,490,2,7,2,1985,4,2,1,8,5,3,1,7,3,1,1,9,7,1,2,2
250,251,1080,306,30.21247424,-4.77806203,4,214,6,16,2,29,1714,980,2,8,1,1985,10,7,4,8,5,4,2,7,3,2,2,4,1,1,5,4
50,656,73,209,38.87116402,-6.73653358,9,3107,15,6,2,30,560,1,1,8,2,2010,8,5,3,5,1,5,6,7,3,2,2,7,5,2,2,2
0,21,333,473,37.67108055,-6.17171438,9,5180,12,5,6,84,1295,50,2,7,2,2007,10,7,4,8,5,1,3,7,3,2,2,8,6,1,7,6
20,549,819,637,37.33399454,-3.35886589,6,4602,7,3,6,75,36,1,2,8,2,2008,4,2,1,9,1,5,6,7,3,3,3,9,7,1,2,2
50,933,1529,134,34.36771625,-4.26672174,1,3842,19,13,1,24,670,235,2,4,2,2008,14,11,6,5,1,5,6,7,3,2,2,4,1,1,3,2
0,964,361,604,37.63992213,-6.11769572,9,3093,12,5,6,84,201,300,2,7,2,2007,14,11,6,8,5,1,3,7,3,2,2,4,1,1,2,2
0,834,1794,906,38.2595185,-4.6756078,6,202,21,4,1,53,1775,1,2,7,2,1992,4,2,1,8,5,1,3,7,3,2,2,9,7,1,2,2
50,34,239,46,39.78213162,-10.47043972,8,663,13,99,1,78,1225,400,2,7,2,2011,8,5,3,8,5,5,6,7,3,2,2,4,1,1,3,2
1000,678,1666,747,37.94063612,-4.39144139,6,8335,7,3,3,102,121,35,1,7,2,1965,4,2,1,8,5,6,4,7,3,3,3,9,7,1,2,2
0,34,192,46,39.84853971,-10.64024396,8,3989,13,99,1,78,1300,600,2,7,2,2012,8,5,3,8,5,7,7,5,5,2,2,4,1,1,3,2
50,344,122,465,39.00602522,-7.13233637,9,564,15,6,3,40,1276,150,2,7,1,2009,5,3,2,8,5,5,6,5,5,2,2,4,1,1,5,4
250,623,1074,707,29.83093279,-4.66073601,4,1849,6,16,2,29,1332,540,2,8,2,2000,4,2,1,10,5,4,2,7,3,2,2,7,5,2,2,2
0,966,1781,248,36.6330214,-3.24939211,6,3519,1,2,2,1,1652,150,2,7,2,2008,4,2,1,8,5,7,7,7,3,3,3,9,7,1,2,2
1000,354,1717,417,35.43568956,-8.11710617,7,2408,4,11,1,25,289,1,2,7,2,2004,4,2,1,8,5,3,1,7,3,2,2,9,7,1,2,2
1000,718,776,222,30.39001844,-6.72576807,4,3898,16,15,1,76,327,247,2,7,2,1995,9,6,2,8,5,4,2,7,3,2,2,2,1,1,5,4
0,887,1640,248,34.47898617,-9.71650707,2,3674,4,11,5,52,863,80,2,7,1,1992,4,2,1,8,5,6,4,7,3,4,4,9,7,1,2,2
500,893,1696,248,34.63265879,-9.10470169,7,6511,4,11,4,92,1104,27,2,10,2,1978,4,2,1,11,5,4,2,7,3,4,4,7,5,2,2,2
8000,513,1508,597,35.30364779999999,-9.76212632,2,916,17,10,2,112,1945,0,2,7,2,1997,14,11,6,8,5,3,1,7,3,2,2,7,5,2,2,2
0,146,1035,644,35.72997235,-10.56859523,2,5136,17,10,4,112,1831,0,1,2,2,1990,5,3,2,2,2,6,4,7,3,4,4,8,6,1,5,4
0,893,1400,953,30.77292869,-3.51908315,4,5532,6,16,1,31,1155,500,2,7,1,2007,4,2,1,8,5,7,7,7,3,3,3,6,4,2,2,2
0,423,329,490,38.94678288,-10.53751724,8,7342,13,90,33,58,153,1,2,7,2,1995,4,2,1,8,5,1,3,7,3,1,1,9,7,1,2,2
0,283,1189,248,33.39174712,-2.07618237,5,3141,10,20,4,11,307,250,2,7,2,1992,4,2,1,8,5,1,3,7,3,1,1,9,7,1,3,2
0,334,286,389,39.36639004,-10.60539949,8,202,13,90,33,89,176,300,2,7,1,2007,5,3,2,8,5,1,3,7,3,2,2,4,1,1,5,4
0,34,50,47,39.16722641,-7.21517621,9,6533,15,60,43,70,1365,463,2,7,1,2009,10,7,4,8,5,1,3,7,3,4,4,8,6,1,7,6
0,251,1288,248,30.83910716,-3.65594089,4,6426,6,16,1,31,1340,200,2,7,1,2010,4,2,1,8,5,7,7,7,3,3,3,9,7,1,2,2
0,251,1221,248,37.51437213,-3.30788263,6,2327,7,3,4,74,1004,65,2,7,2,1972,4,2,1,8,5,1,3,7,3,2,2,9,7,1,2,2
0,388,941,450,37.92941374,-4.48159461,6,4584,7,3,3,102,257,210,2,8,2,2010,4,2,1,8,5,1,3,7,3,3,3,9,7,1,2,2
50,513,1013,248,35.44934252,-10.63719328,8,5532,17,10,2,112,999,2000,2,7,2,2009,10,7,4,8,5,5,6,7,3,2,2,7,5,2,2,2
500,423,264,490,38.99106273,-10.89222544,8,6255,13,90,33,58,173,70,2,7,2,2012,4,2,1,8,5,4,2,7,3,2,2,9,7,1,2,2
0,251,1205,248,38.477824600000005,-4.9298219,6,4910,21,4,1,53,1828,1,2,7,2,2008,4,2,1,8,5,1,3,7,3,2,2,9,7,1,2,2
50,358,1232,630,34.04420833,-1.16371243,5,6919,10,20,6,98,1178,600,2,4,1,1992,14,11,6,8,5,5,6,7,3,2,2,3,5,2,3,2
7500,663,693,226,37.47839824,-3.8202102,6,6623,7,3,2,85,694,320,2,4,1,2012,3,9,3,5,1,3,1,8,6,2,2,1,2,2,2,2
4000,251,200,903,38.82104704,-5.1793865,6,4912,21,4,3,81,870,230,2,7,1,1971,14,11,6,8,5,4,2,5,5,3,3,4,1,1,2,2
2400,15,1768,248,35.34917094,-8.2130709,7,3767,4,11,2,80,1712,0,2,7,2,2000,4,2,1,8,5,3,1,7,3,2,2,9,7,1,2,2
20,804,1193,880,36.825170799999995,-3.37303445,6,2613,1,2,7,66,1673,150,2,7,2,2013,4,2,1,12,5,5,6,7,3,2,2,9,7,1,3,2
0,251,1219,248,35.90128638,-4.19073996,1,2878,9,21,1,3,978,840,2,7,2,2006,4,2,1,8,5,1,3,7,3,2,2,9,7,1,2,2
0,189,1529,248,32.0442208,-8.56639948,3,2024,16,15,2,114,786,200,2,7,2,1972,4,2,1,8,5,1,3,7,3,2,2,7,5,2,2,2
10,252,1008,807,36.95317282,-3.40792643,6,8411,1,2,7,66,1007,140,2,9,2,1968,4,2,1,10,5,5,6,7,3,3,3,9,7,1,2,2
50,659,-6,195,38.98883262,-6.53379406,9,5466,15,6,1,4,1953,40,2,1,2,2010,7,11,6,5,1,5,6,7,3,2,2,7,5,2,2,2
500,678,574,747,34.8545282,-11.29229189,2,6320,17,10,3,62,639,86,2,7,2,2012,4,2,1,8,5,4,2,7,3,2,2,9,7,1,2,2
500,321,495,378,38.07624467,-4.46151394,6,4296,7,3,3,102,611,200,2,8,2,2013,4,2,1,8,5,4,2,7,3,2,2,7,5,2,2,2
500,844,576,917,36.46567378,-11.56459195,8,3891,17,10,5,87,914,600,2,11,1,2007,15,12,2,12,5,4,2,7,3,3,3,8,6,1,5,4
0,251,1341,806,37.30106602,-3.23064524,6,5378,7,3,4,74,582,1,1,7,2,1976,4,2,1,8,5,1,3,7,3,3,3,9,7,1,7,6
30,659,-7,195,38.84612979,-6.54570541,9,733,15,6,1,4,1949,24,1,1,2,2006,8,5,3,5,1,5,6,7,3,2,2,7,5,2,2,2
0,375,1097,435,37.6593394,-3.23790014,6,208,7,3,1,97,551,1,2,1,2,2008,4,2,1,1,1,4,2,7,3,3,3,9,7,1,2,2
0,309,1471,367,36.7875873,-3.35714641,6,7691,1,2,7,66,1551,96,2,7,2,1989,4,2,1,8,5,7,7,7,3,3,3,9,7,1,2,2
0,251,-38,248,39.5148135,-8.5294035,8,7806,8,80,13,38,1805,60,2,7,2,1975,14,11,6,8,5,1,3,7,3,2,2,9,7,1,7,6
30,845,632,918,37.81527739,-4.39704967,6,3223,7,3,3,102,948,42,2,8,2,2010,14,11,6,8,5,5,6,5,5,3,3,4,1,1,2,2
0,251,1665,806,37.28734489,-3.18660673,6,7574,7,3,4,74,583,1,1,7,2,1976,4,2,1,8,5,1,3,7,3,2,2,9,7,1,7,6
0,415,1488,485,37.11581633,-3.17311468,6,3851,7,3,7,107,1780,1,2,9,2,2002,10,7,4,10,5,4,2,7,3,2,2,5,3,3,7,6
5,94,1209,248,37.26850537,-3.25881364,6,5744,7,3,4,74,583,30,2,9,2,2007,4,2,1,10,5,5,6,7,3,2,2,7,5,2,2,2
25,95,682,248,37.348554,-3.61643337,6,4915,7,3,4,74,4,50,2,9,2,2008,14,11,6,10,5,5,6,7,3,2,2,4,1,1,2,2
0,835,1832,248,31.75069809,-8.65675989,3,702,16,15,2,114,1410,340,2,7,1,2008,5,3,2,8,5,1,3,7,3,2,2,4,1,1,5,4
2000,146,1392,203,35.90868401,-7.66199254,7,4463,4,11,7,35,378,50,2,7,2,1984,4,2,1,8,5,3,1,7,3,2,2,7,5,2,2,2
50,835,81,248,39.34887814,-8.79396431,8,6323,8,80,13,38,740,412,2,7,2,2004,14,11,6,8,5,5,6,7,3,2,2,4,1,1,2,2
0,629,1487,248,37.23416321,-2.82624609,1,7367,1,2,6,51,1653,200,2,7,2,2009,4,2,1,8,5,6,4,7,3,3,3,7,5,2,1,1
0,251,398,248,38.44002158,-4.420366099999999,6,2007,21,4,1,53,860,1,2,7,2,1976,4,2,1,8,5,1,3,7,3,2,2,9,7,1,7,6
0,758,1242,839,34.55040219,-4.3385562,1,5084,19,13,1,24,1278,548,2,7,2,1994,1,1,2,8,5,1,3,7,3,2,2,4,1,1,5,4
100,682,881,756,37.71996788,-4.05396102,6,3973,7,3,3,102,1737,200,2,8,2,2010,14,11,6,5,1,5,6,5,5,2,2,4,1,1,2,2
0,251,2110,157,34.04508629,-9.34654565,2,1168,4,11,3,56,671,0,2,10,1,1990,4,2,1,11,5,1,3,8,6,1,1,9,7,1,2,2
0,403,-27,474,39.39831896,-7.10543627,9,7545,15,60,43,70,1929,560,2,7,1,2008,10,7,4,8,5,1,3,7,3,1,1,2,1,1,7,6
25,1,51,1,39.09553702,-6.64226052,9,6437,2,7,1,39,90,153,2,7,1,2010,14,11,6,8,5,5,6,7,3,2,2,7,5,2,2,2
0,165,516,583,36.98641066,-7.40350778,7,4950,12,5,1,37,1136,100,2,1,2,1998,4,2,1,1,1,1,3,7,3,2,2,7,5,2,2,2
0,89,1427,106,34.60971639,-9.97008064,2,3989,4,11,5,52,826,52,2,7,1,1984,4,2,1,8,5,1,3,7,3,2,2,9,7,1,2,2
0,573,1070,663,35.27669133,-3.33359429,1,7210,1,2,5,91,215,200,2,7,2,2003,4,2,1,8,5,1,3,7,3,3,3,9,7,1,2,2
10,246,787,433,37.47402975,-3.39225047,6,2236,7,3,4,74,689,1,2,10,2,2001,4,2,1,11,5,5,6,7,3,2,2,9,7,1,2,2
0,714,476,508,37.52469872,-6.7777791,9,2687,12,5,6,84,1421,1,2,7,2,2010,13,8,2,8,5,1,3,5,5,2,2,8,6,1,5,4
0,509,1329,359,34.52484653,-5.64946531,7,597,19,13,3,57,1742,1600,2,7,1,1978,8,5,3,8,5,1,3,7,3,2,2,4,1,1,3,2
2000,174,1086,226,37.62089834,-3.76374157,6,3199,7,3,2,85,798,30,2,9,2,1972,4,2,1,10,5,4,2,7,3,3,3,9,7,1,2,2
0,891,1343,953,30.59735889,-3.7529121,4,5621,6,16,1,31,98,120,2,7,1,2003,4,2,1,8,5,7,7,7,3,3,3,7,5,2,2,2
0,19,1667,23,35.50531685,-4.40964794,1,6150,9,21,2,18,214,245,2,7,2,2004,4,2,1,8,5,1,3,7,3,3,3,9,7,1,2,2
20,251,996,248,36.81336069,-3.48127912,6,4315,1,2,2,1,1494,100,2,7,2,2000,4,2,1,8,5,5,6,7,3,3,3,9,7,1,2,2
0,96,1462,248,34.42186611,-4.35745391,1,4735,19,13,1,24,670,247,2,7,2,1994,10,7,4,8,5,1,3,7,3,2,2,8,6,1,7,6
0,251,1265,806,32.91902459,-2.0082653600000002,5,7716,14,19,1,122,1337,350,2,7,2,1974,10,7,4,8,5,1,3,7,3,3,3,3,5,2,3,2
500,146,808,205,36.06023769,-10.52452594,7,6219,17,10,5,87,832,600,2,7,2,1982,4,2,1,8,5,4,2,7,3,2,2,7,5,2,3,2
0,220,616,248,37.51402008,-7.01559694,9,4599,12,5,6,84,1200,400,2,7,2,1981,9,6,2,8,5,1,3,5,5,3,3,8,6,1,5,4
20,950,1720,1048,35.09623547,-4.15592874,1,7962,9,21,3,64,917,192,2,7,2,2006,8,5,3,8,5,5,6,7,3,2,2,4,1,1,2,2
0,729,749,248,36.20892056,-11.12227092,8,6280,17,10,5,87,871,480,2,11,1,2010,15,12,2,12,5,6,4,7,3,3,3,8,6,1,5,4
0,893,1398,248,34.59281581,-8.91515889,7,1294,4,11,4,92,343,20,2,10,2,1978,4,2,1,11,5,6,4,7,3,2,2,7,5,2,3,2
0,251,1413,248,37.5305356,-3.283835,6,3067,7,3,4,74,973,1,1,7,2,1972,4,2,1,8,5,1,3,7,3,3,3,9,7,1,7,6
0,248,0,244,37.13222058,-6.15485599,9,7716,12,5,1,37,23,470,2,7,2,1979,10,7,4,8,5,1,3,5,5,3,3,8,6,1,7,6
500,709,1513,785,37.67607655,-3.7619331,6,4072,7,3,2,85,638,90,2,10,1,2007,4,2,1,11,5,4,2,7,3,3,3,7,5,2,2,2
500,892,453,806,37.85796856,-6.807330599999999,9,3056,12,5,2,72,1170,300,2,7,2,1981,4,2,1,8,5,4,2,7,3,3,3,7,5,2,2,2
50,464,464,540,39.42875882,-10.86836786,8,5442,13,9,4,117,937,560,2,9,2,1972,7,11,6,10,5,5,6,7,3,2,2,9,7,1,2,2
0,423,285,490,39.05886673,-10.88256797,8,6272,13,90,33,58,1088,1,2,7,2,2005,4,2,1,8,5,7,7,7,3,1,1,9,7,1,7,6
1000,15,1395,248,35.0922075,-9.07984468,7,3479,4,11,4,92,333,250,2,9,1,2008,4,2,1,10,5,6,4,7,3,2,2,7,5,2,2,2
25,206,486,260,38.08447899,-4.43479576,6,1965,7,3,3,102,1493,250,2,8,2,2011,4,2,1,8,5,5,6,7,3,2,2,7,5,2,2,2
1200,146,741,205,36.81748749,-10.59334734,8,4920,17,10,1,121,483,1,2,7,1,1992,10,7,4,8,5,3,1,7,3,3,3,4,1,1,5,4
0,217,254,270,38.96150919,-9.96223876,8,5180,8,80,53,99,1072,465,2,7,1,1980,10,7,4,8,5,1,3,7,3,2,2,8,6,1,7,6
0,876,1794,248,34.85834936,-9.09874171,7,1523,4,11,4,92,301,50,2,7,1,2007,15,12,2,8,5,1,3,7,3,3,3,4,1,1,5,4
1500,344,216,401,39.16927637,-10.40399936,8,7794,13,90,33,58,1458,103,2,7,2,2007,5,3,2,8,5,4,2,7,3,2,2,4,1,1,5,4
0,166,99,248,38.02088892,-7.26771347,9,3219,12,5,2,72,1755,150,2,7,2,1999,9,6,2,8,5,6,4,7,3,2,2,8,6,1,5,4
300,166,255,248,36.95557343,-7.69865538,7,2443,12,5,3,36,590,305,2,1,2,1995,4,2,1,8,5,4,2,7,3,3,3,7,5,2,2,2
33,95,708,248,37.45642563,-3.46866654,6,2745,7,3,4,74,461,75,2,9,2,2008,14,11,6,10,5,5,6,7,3,2,2,4,1,1,2,2
450,245,1492,119,37.20286872,-3.20778323,6,3370,7,3,5,17,895,40,2,9,2,1995,4,2,1,10,5,2,5,7,3,2,2,9,7,1,3,2
0,764,1277,1063,34.22163999,-1.29832318,5,7918,10,20,6,98,757,690,2,7,1,1986,14,11,6,8,5,4,2,5,5,2,2,4,1,1,2,2
20,34,17,47,39.23453385,-7.17193244,9,989,15,6,4,70,1075,1000,2,7,1,2006,5,3,2,8,5,5,6,5,5,2,2,8,6,1,5,4
25,146,1677,203,35.54689982,-7.92082473,7,1591,4,11,1,25,1272,1,2,7,2,1982,4,2,1,8,5,5,6,7,3,1,1,9,7,1,2,2
0,251,1822,248,35.30160645,-4.26685888,1,755,9,21,1,3,1864,360,2,7,2,1973,4,2,1,8,5,1,3,7,3,2,2,7,5,2,2,2
0,451,1187,520,32.92057868,-2.47456022,5,2,14,19,8,23,344,800,2,4,2,2003,9,6,2,5,1,1,3,5,5,2,2,8,6,1,5,4
0,251,1251,162,30.47623178,-3.68626499,4,264,6,16,1,31,546,500,2,7,1,2010,4,2,1,10,5,7,7,7,3,3,3,9,7,1,6,5
0,251,105,248,39.02482332,-5.0003317,6,4300,21,4,4,118,891,120,2,7,2,1964,10,7,4,8,5,1,3,7,3,1,1,8,6,1,7,6
0,174,285,230,39.12430618,-9.90236031,8,2130,8,80,53,99,983,450,2,10,2,1975,4,2,1,11,5,1,3,7,3,5,5,9,7,1,2,2
0,146,1460,917,30.86293692,-3.13670936,4,7070,6,16,1,31,1320,200,2,7,1,2004,9,6,2,8,5,7,7,7,3,2,2,8,6,1,5,4
50,344,48,401,39.1407688,-7.4987634000000005,7,6644,15,6,4,70,849,500,2,7,1,2010,4,2,1,8,5,5,6,7,3,2,2,7,5,2,3,2
100,146,972,205,35.88654709,-10.22150702,2,4912,17,10,5,87,721,540,2,11,1,1994,15,12,2,12,5,4,2,7,3,3,3,8,6,1,5,4
20,104,201,122,38.30891848,-6.56393695,9,7887,15,6,1,4,842,50,2,10,2,2003,7,11,6,11,5,5,6,7,3,2,2,7,5,2,2,2
0,251,12,248,39.07417397,-5.25019256,6,5698,21,4,4,118,1846,300,2,7,2,2003,10,7,4,8,5,1,3,7,3,2,2,8,6,1,7,6
0,174,995,226,37.6112653,-3.83208564,6,8410,7,3,2,85,798,200,2,7,1,2008,4,2,1,8,5,1,3,7,3,3,3,9,7,1,2,2
0,966,1684,248,36.62684577,-3.24995661,6,3520,1,2,2,1,1652,150,2,7,2,1990,4,2,1,8,5,1,3,7,3,2,2,9,7,1,2,2
0,432,127,226,39.43989507,-10.03747619,8,7716,8,80,23,48,166,1,1,7,1,2004,4,2,1,8,5,1,3,7,3,2,2,7,5,2,2,2
0,283,1286,248,33.80125007,-1.93085787,5,7004,10,20,4,11,1942,480,2,11,1,1986,13,8,2,12,5,7,7,5,5,2,2,8,6,1,5,4
0,251,433,806,38.07441536,-4.64234279,6,2570,21,4,2,45,1179,50,2,7,1,1976,7,11,6,8,5,1,3,7,3,2,2,7,5,2,2,2
0,163,1045,248,38.45401996,-5.01983716,6,7580,21,4,2,45,200,450,2,7,1,2011,4,2,1,8,5,7,7,7,3,2,2,9,7,1,7,6
0,21,387,473,37.45212111,-6.30503031,9,4864,12,5,6,84,1347,1,2,4,2,2009,9,6,2,5,1,1,3,5,5,2,2,8,6,1,5,4
0,893,539,806,37.60276881,-6.74999345,9,3630,12,5,5,73,609,400,2,7,2,1961,10,7,4,8,5,1,3,7,3,2,2,8,6,1,7,6
2000,146,1524,203,35.93084151,-7.70444525,7,4993,4,11,7,35,378,20,2,7,2,1985,4,2,1,8,5,3,1,7,3,2,2,7,5,2,2,2
20,165,443,219,37.12021459,-6.67527577,9,4829,12,5,1,37,142,50,2,7,2,1981,14,11,6,8,5,5,6,7,3,3,3,4,1,1,2,2
0,251,617,248,38.75959615,-5.12648457,6,4698,21,4,3,81,924,200,2,7,1,1983,5,3,2,8,5,1,3,5,5,3,3,8,6,1,5,4
0,590,1609,248,31.19038541,-7.56097124,3,2179,16,15,3,93,134,1,1,7,1,2007,15,12,2,8,5,1,3,7,3,1,1,4,1,1,5,4
0,893,1285,248,34.79012829,-8.68704157,7,1152,4,11,4,92,1729,65,2,7,1,1984,4,2,1,8,5,1,3,7,3,3,3,7,5,2,2,2
0,166,355,248,37.8137049,-7.06960627,9,3658,12,5,2,72,858,200,2,7,2,1996,9,6,2,8,5,1,3,5,5,4,4,8,6,1,5,4
250,923,1305,1004,30.21354745,-4.50179745,4,7454,6,16,2,29,1704,240,2,8,1,2010,4,2,1,10,5,4,2,7,3,2,2,7,5,2,2,2
0,174,744,224,37.637294399999995,-3.56170185,6,3018,7,3,2,85,438,350,2,7,2,2011,4,2,1,8,5,1,3,7,3,3,3,9,7,1,7,6
0,950,1205,1043,37.12543963,-5.3076958,6,4515,9,21,5,42,613,300,2,7,2,1994,14,11,6,8,5,1,3,5,5,2,2,4,1,1,2,2
100,796,996,644,35.67100904,-10.511659300000002,2,7535,17,10,4,112,1831,0,1,2,2,2009,5,3,2,2,2,5,6,7,3,4,4,8,6,1,5,4
300,174,1300,226,37.66981629,-3.68990184,6,5432,7,3,2,85,688,50,2,10,1,2007,4,2,1,11,5,4,2,7,3,3,3,9,7,1,2,2
500,251,2180,248,36.65717392,-3.22393941,6,2056,1,2,2,1,1652,150,2,7,2,1990,4,2,1,8,5,6,4,7,3,3,3,9,7,1,7,6
0,146,985,248,35.53311026,-10.82169784,8,4637,17,10,2,112,1254,500,2,7,2,1978,4,2,1,8,5,6,4,7,3,2,2,7,5,2,2,2
0,840,1356,917,30.73501136,-3.41816376,4,6236,6,16,1,31,250,500,2,7,1,2008,10,7,4,8,5,7,7,7,3,2,2,4,1,1,5,4
0,403,-5,474,39.39673397,-7.10407518,9,7545,15,60,43,70,1929,560,2,7,1,2008,10,7,4,8,5,1,3,7,3,1,1,8,6,1,7,6
0,387,1950,157,34.22871177,-9.37495394,2,2681,4,11,3,56,862,0,2,7,1,1984,4,2,1,8,5,1,3,8,6,2,2,9,7,1,2,2
0,251,1496,806,37.2869966,-3.21058323,6,5023,7,3,4,74,1641,40,1,7,2,1976,4,2,1,8,5,1,3,7,3,3,3,9,7,1,7,6
0,251,1773,248,36.54716932,-3.26421738,1,5674,1,2,2,1,1380,200,2,7,2,1989,4,2,1,8,5,1,3,7,3,2,2,9,7,1,2,2
1000,354,1719,417,35.41318522,-8.11312853,7,8141,4,11,1,25,289,140,2,7,2,2004,4,2,1,8,5,3,1,7,3,2,2,9,7,1,2,2
